[17Apr2025 01:35:20.960] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[17Apr2025 01:35:20.965] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1021-azure
[17Apr2025 01:35:23.143] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirector CoreMod initialized successfully!
[17Apr2025 01:35:23.206] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/serverzom/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[17Apr2025 01:35:23.301] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[17Apr2025 01:35:23.302] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/serverzom/servidor_minecraft
[17Apr2025 01:35:23.302] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/serverzom/servidor_minecraft/mods
[17Apr2025 01:35:23.303] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[17Apr2025 01:35:23.304] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/serverzom/servidor_minecraft/config/mods_optimizer/config.toml
[17Apr2025 01:35:23.355] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/serverzom/servidor_minecraft and mods dir /workspaces/serverzom/servidor_minecraft/mods for target SERVER in 51 ms.
[17Apr2025 01:35:23.356] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[17Apr2025 01:35:23.358] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~158 mods in /workspaces/serverzom/servidor_minecraft/mods with file extension .jar ...
[17Apr2025 01:35:23.434] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[17Apr2025 01:35:23.441] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for starterkit from UNKNOWN to DEFAULT
[17Apr2025 01:35:23.448] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_items from DEFAULT to SERVER
[17Apr2025 01:35:23.454] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from DEFAULT to SERVER
[17Apr2025 01:35:23.564] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/serverzom/servidor_minecraft/mods/YungsApi-1.19.2-Forge-3.8.10.jar!
[17Apr2025 01:35:23.566] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_core from DEFAULT to SERVER
[17Apr2025 01:35:23.714] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_player from DEFAULT to SERVER
[17Apr2025 01:35:23.738] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 8 server mods in 135 mods.
[17Apr2025 01:35:23.738] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 127 default mods in 135 mods.
[17Apr2025 01:35:23.739] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[17Apr2025 01:35:23.739] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[17Apr2025 01:35:23.751] [main/INFO] [Mods Optimizer/]: | scorchedguns                       | 0.7.2                  | FORGE    | DEFAULT           | 2023-02-17 06:24:14 |
[17Apr2025 01:35:23.751] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.17.0+mc1.19.2        | FORGE    | DEFAULT           | 2025-04-08 01:43:08 |
[17Apr2025 01:35:23.752] [main/INFO] [Mods Optimizer/]: | marbledsapi                        | 1.0.7                  | FORGE    | DEFAULT           | 2024-05-09 21:58:44 |
[17Apr2025 01:35:23.752] [main/INFO] [Mods Optimizer/]: | lootintegrations                   | 1.19.2-3.4             | FORGE    | DEFAULT           | 2023-11-21 18:05:38 |
[17Apr2025 01:35:23.753] [main/INFO] [Mods Optimizer/]: | horror_element_mod                 | 1.5.6                  | FORGE    | UNKNOWN           | 2025-04-08 01:40:24 |
[17Apr2025 01:35:23.753] [main/INFO] [Mods Optimizer/]: | zombieawareness                    | 1.19.2-1.12.3          | FORGE    | UNKNOWN           | 2022-08-11 03:48:40 |
[17Apr2025 01:35:23.753] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.19.2-Forge-3.8.10    | FORGE    | UNKNOWN           | 2023-11-17 16:44:03 |
[17Apr2025 01:35:23.754] [main/INFO] [Mods Optimizer/]: | additionalguns                     | 0.8.2                  | FORGE    | DEFAULT           | 2023-01-21 14:59:46 |
[17Apr2025 01:35:23.754] [main/INFO] [Mods Optimizer/]: | sophisticatedbackpacks             | 1.19.2-3.20.2.1035     | FORGE    | DEFAULT           | 2024-03-19 13:18:47 |
[17Apr2025 01:35:23.755] [main/INFO] [Mods Optimizer/]: | achiopt                            | 1.0.2                  | FORGE    | DEFAULT           | 2023-10-11 13:43:46 |
[17Apr2025 01:35:23.755] [main/INFO] [Mods Optimizer/]: | demogorgon                         | 2.0.1                  | FORGE    | UNKNOWN           | 2025-04-08 01:39:02 |
[17Apr2025 01:35:23.756] [main/INFO] [Mods Optimizer/]: | simpleplanes                       | 1.19.2-5.2.2           | FORGE    | DEFAULT           | 2023-03-01 21:20:06 |
[17Apr2025 01:35:23.756] [main/INFO] [Mods Optimizer/]: | mekanismgenerators                 | 10.3.9                 | FORGE    | UNKNOWN           | 2023-07-15 02:48:56 |
[17Apr2025 01:35:23.757] [main/INFO] [Mods Optimizer/]: | minetraps                          | 2.2.4                  | FORGE    | DEFAULT           | 2022-11-14 20:53:24 |
[17Apr2025 01:35:23.757] [main/INFO] [Mods Optimizer/]: | female_zombie_                     | 1.0.0                  | FORGE    | UNKNOWN           | 2025-04-08 01:39:54 |
[17Apr2025 01:35:23.758] [main/INFO] [Mods Optimizer/]: | k_turrets                          | 2.0.45-1.19            | FORGE    | DEFAULT           | 2024-05-19 19:16:33 |
[17Apr2025 01:35:23.758] [main/INFO] [Mods Optimizer/]: | videoplayer                        | 2.6.0                  | FORGE    | UNKNOWN           | 2023-10-04 17:27:14 |
[17Apr2025 01:35:23.758] [main/INFO] [Mods Optimizer/]: | melody                             | 1.0.1                  | FORGE    | DEFAULT           | 2023-12-26 09:21:44 |
[17Apr2025 01:35:23.759] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 8.3.115                | FORGE    | DEFAULT           | 2025-04-08 01:38:56 |
[17Apr2025 01:35:23.759] [main/INFO] [Mods Optimizer/]: | ftbteams                           | 1902.2.14-build.123    | FORGE    | DEFAULT           | 2023-06-27 10:07:21 |
[17Apr2025 01:35:23.760] [main/INFO] [Mods Optimizer/]: | embeddium                          | 0.3.18+mc1.19.2        | FORGE    | UNKNOWN           | 2025-04-08 01:39:33 |
[17Apr2025 01:35:23.760] [main/INFO] [Mods Optimizer/]: | konkrete                           | 1.8.0                  | FORGE    | DEFAULT           | 2024-01-13 04:21:25 |
[17Apr2025 01:35:23.760] [main/INFO] [Mods Optimizer/]: | sanitydim                          | 1.1.0                  | FORGE    | DEFAULT           | 2023-07-09 11:29:39 |
[17Apr2025 01:35:23.761] [main/INFO] [Mods Optimizer/]: | ftbxmodcompat                      | 1.2.4                  | FORGE    | DEFAULT           | 2025-04-08 01:40:20 |
[17Apr2025 01:35:23.761] [main/INFO] [Mods Optimizer/]: | fallout_inspired_power_armor       | 1.0.0                  | FORGE    | UNKNOWN           | 2025-04-08 01:37:14 |
[17Apr2025 01:35:23.763] [main/INFO] [Mods Optimizer/]: | simpleshops                        | 1.1.4                  | FORGE    | UNKNOWN           | 2023-02-23 23:39:13 |
[17Apr2025 01:35:23.763] [main/INFO] [Mods Optimizer/]: | hunting_delight                    | 2.9.9                  | FORGE    | UNKNOWN           | 2025-04-08 01:40:24 |
[17Apr2025 01:35:23.764] [main/INFO] [Mods Optimizer/]: | mekanismadditions                  | 10.3.9                 | FORGE    | UNKNOWN           | 2023-07-15 02:48:56 |
[17Apr2025 01:35:23.765] [main/INFO] [Mods Optimizer/]: | projectvibrantjourneys             | 1.19.2-5.1.2           | FORGE    | UNKNOWN           | 2023-11-09 00:42:34 |
[17Apr2025 01:35:23.765] [main/INFO] [Mods Optimizer/]: | cmdcam                             | 2.0.15                 | FORGE    | UNKNOWN           | 2022-11-02 12:49:19 |
[17Apr2025 01:35:23.766] [main/INFO] [Mods Optimizer/]: | apocalypsenow                      | 2.1.2                  | FORGE    | UNKNOWN           | 2025-04-08 01:37:17 |
[17Apr2025 01:35:23.767] [main/INFO] [Mods Optimizer/]: | darkerdepths                       | 1.0.7                  | FORGE    | DEFAULT           | 2023-02-12 17:47:01 |
[17Apr2025 01:35:23.767] [main/INFO] [Mods Optimizer/]: | lostsouls                          | 3.0.4                  | FORGE    | DEFAULT           | 2024-05-07 06:25:07 |
[17Apr2025 01:35:23.768] [main/INFO] [Mods Optimizer/]: | spark                              | 1.10.37                | FORGE    | DEFAULT           | 2025-04-08 01:44:45 |
[17Apr2025 01:35:23.769] [main/INFO] [Mods Optimizer/]: | philipsruins                       | 9.0.0                  | FORGE    | UNKNOWN           | 2024-05-10 14:55:02 |
[17Apr2025 01:35:23.770] [main/INFO] [Mods Optimizer/]: | collective                         | 7.57.0                 | MIXED    | UNKNOWN           | 2024-05-08 13:40:14 |
[17Apr2025 01:35:23.772] [main/INFO] [Mods Optimizer/]: | flashlight                         | 2.0.1                  | FORGE    | UNKNOWN           | 2022-12-08 22:44:55 |
[17Apr2025 01:35:23.774] [main/INFO] [Mods Optimizer/]: | lostcities                         | 6.0.26                 | FORGE    | DEFAULT           | 2024-05-04 07:48:42 |
[17Apr2025 01:35:23.774] [main/INFO] [Mods Optimizer/]: | apexguns                           | 0.0.1                  | FORGE    | DEFAULT           | 2022-10-21 22:34:35 |
[17Apr2025 01:35:23.775] [main/INFO] [Mods Optimizer/]: | projectarsenal                     | 0.4.0                  | FORGE    | DEFAULT           | 2023-12-24 21:59:09 |
[17Apr2025 01:35:23.775] [main/INFO] [Mods Optimizer/]: | starterkit                         | 6.7.0                  | MIXED    | DEFAULT           | 2024-05-02 10:27:09 |
[17Apr2025 01:35:23.776] [main/INFO] [Mods Optimizer/]: | mekanismtools                      | 10.3.9                 | FORGE    | UNKNOWN           | 2023-07-15 02:48:56 |
[17Apr2025 01:35:23.777] [main/INFO] [Mods Optimizer/]: | lootjs                             | 2.9.1                  | FORGE    | DEFAULT           | 2023-08-17 12:30:02 |
[17Apr2025 01:35:23.778] [main/INFO] [Mods Optimizer/]: | mutantmore                         | 1.0.0                  | FORGE    | DEFAULT           | 2023-03-20 12:10:53 |
[17Apr2025 01:35:23.778] [main/INFO] [Mods Optimizer/]: | architectury                       | 6.6.92                 | FORGE    | DEFAULT           | 2025-04-08 01:37:18 |
[17Apr2025 01:35:23.779] [main/INFO] [Mods Optimizer/]: | cupboard                           | 1.19.2-2.6             | FORGE    | DEFAULT           | 2024-03-09 23:29:30 |
[17Apr2025 01:35:23.779] [main/INFO] [Mods Optimizer/]: | enhancedai                         | 1.8.7                  | FORGE    | DEFAULT           | 2024-05-12 07:44:11 |
[17Apr2025 01:35:23.780] [main/INFO] [Mods Optimizer/]: | framework                          | 0.6.16                 | FORGE    | UNKNOWN           | 2023-08-23 03:44:50 |
[17Apr2025 01:35:23.780] [main/INFO] [Mods Optimizer/]: | krypton                            | 0.2.1                  | FORGE    | DEFAULT           | 2023-06-23 22:23:38 |
[17Apr2025 01:35:23.781] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_items  | 10.0.0                 | FORGE    | SERVER            | 2023-10-14 19:44:36 |
[17Apr2025 01:35:23.782] [main/INFO] [Mods Optimizer/]: | probejs                            | 5.3.4                  | FORGE    | DEFAULT           | 2025-04-08 01:43:58 |
[17Apr2025 01:35:23.782] [main/INFO] [Mods Optimizer/]: | ags_day_counter                    | 3.4.0                  | FORGE    | UNKNOWN           | 2025-04-08 01:39:01 |
[17Apr2025 01:35:23.783] [main/INFO] [Mods Optimizer/]: | geckolib3                          | 3.1.40                 | FORGE    | DEFAULT           | 2023-02-22 08:35:59 |
[17Apr2025 01:35:23.784] [main/INFO] [Mods Optimizer/]: | playerrevive                       | 2.0.14                 | FORGE    | UNKNOWN           | 2022-11-18 17:28:43 |
[17Apr2025 01:35:23.784] [main/INFO] [Mods Optimizer/]: | majruszlibrary                     | 7.0.5-backport.1       | FORGE    | DEFAULT           | 2024-03-12 18:00:19 |
[17Apr2025 01:35:23.785] [main/INFO] [Mods Optimizer/]: | mobifier                           | 1.0.3                  | FORGE    | DEFAULT           | 2022-06-09 21:26:20 |
[17Apr2025 01:35:23.785] [main/INFO] [Mods Optimizer/]: | fixmyspawnr                        | 1.1.2                  | FORGE    | SERVER            | 2022-09-27 16:40:03 |
[17Apr2025 01:35:23.786] [main/INFO] [Mods Optimizer/]: | rhino                              | 1902.2.3-build.284     | FORGE    | DEFAULT           | 2023-12-12 23:46:53 |
[17Apr2025 01:35:23.786] [main/INFO] [Mods Optimizer/]: | campsite_structures                | 1.0.3                  | FORGE    | UNKNOWN           | 2025-04-08 01:38:45 |
[17Apr2025 01:35:23.786] [main/INFO] [Mods Optimizer/]: | ftblibrary                         | 1902.4.1-build.236     | FORGE    | DEFAULT           | 2023-07-24 13:13:39 |
[17Apr2025 01:35:23.787] [main/INFO] [Mods Optimizer/]: | mutantmonsters                     | 4.0.6                  | FORGE    | DEFAULT           | 2023-06-06 11:13:48 |
[17Apr2025 01:35:23.787] [main/INFO] [Mods Optimizer/]: | cgm                                | 1.3.7                  | FORGE    | DEFAULT           | 2023-08-23 19:37:34 |
[17Apr2025 01:35:23.788] [main/INFO] [Mods Optimizer/]: | spiderstpo                         | 2.0.4                  | FORGE    | DEFAULT           | 2022-12-05 10:04:00 |
[17Apr2025 01:35:23.788] [main/INFO] [Mods Optimizer/]: | itemfilters                        | 1902.2.9-build.51      | FORGE    | DEFAULT           | 2023-05-26 13:37:37 |
[17Apr2025 01:35:23.789] [main/INFO] [Mods Optimizer/]: | jei                                | 11.6.0-1019            | FORGE    | DEFAULT           | 2025-04-08 01:41:10 |
[17Apr2025 01:35:23.789] [main/INFO] [Mods Optimizer/]: | attributefix                       | 17.2.8                 | FORGE    | DEFAULT           | 2024-02-21 21:59:35 |
[17Apr2025 01:35:23.789] [main/INFO] [Mods Optimizer/]: | map_atlases                        | 6.0.4                  | FORGE    | DEFAULT           | 2025-04-08 01:42:31 |
[17Apr2025 01:35:23.790] [main/INFO] [Mods Optimizer/]: | mekanism                           | 10.3.9                 | FORGE    | DEFAULT           | 2023-07-15 02:48:56 |
[17Apr2025 01:35:23.790] [main/INFO] [Mods Optimizer/]: | taccraft                           | 1.0.0                  | FORGE    | UNKNOWN           | 2025-04-08 01:44:50 |
[17Apr2025 01:35:23.790] [main/INFO] [Mods Optimizer/]: | marbledsarsenal                    | 2.1.1                  | FORGE    | DEFAULT           | 2024-05-09 22:33:19 |
[17Apr2025 01:35:23.791] [main/INFO] [Mods Optimizer/]: | structory                          | 0.0.0                  | MIXED    | DEFAULT           | 2023-03-17 01:49:29 |
[17Apr2025 01:35:23.791] [main/INFO] [Mods Optimizer/]: | ags_hud_texts                      | 1.0.0                  | FORGE    | UNKNOWN           | 2025-04-08 01:40:24 |
[17Apr2025 01:35:23.792] [main/INFO] [Mods Optimizer/]: | sereneseasons                      | 0.0.0                  | FORGE    | DEFAULT           | 2025-04-08 01:44:36 |
[17Apr2025 01:35:23.792] [main/INFO] [Mods Optimizer/]: | configured                         | 2.1.1                  | FORGE    | DEFAULT           | 2023-03-29 00:33:05 |
[17Apr2025 01:35:23.793] [main/INFO] [Mods Optimizer/]: | badmobs                            | 16.1.3                 | FORGE    | DEFAULT           | 2022-10-30 06:45:46 |
[17Apr2025 01:35:23.793] [main/INFO] [Mods Optimizer/]: | mods_optimizer                     | 2.0.0                  | FORGE    | DEFAULT           | 2024-02-25 16:59:42 |
[17Apr2025 01:35:23.794] [main/INFO] [Mods Optimizer/]: | kevin_trophy                       | 1.0.0                  | FORGE    | UNKNOWN           | 2025-04-08 01:44:24 |
[17Apr2025 01:35:23.794] [main/INFO] [Mods Optimizer/]: | wegotrunnners                      | 1.0.0                  | FORGE    | UNKNOWN           | 2025-04-08 01:44:54 |
[17Apr2025 01:35:23.795] [main/INFO] [Mods Optimizer/]: | questsadditions                    | 1.4.2                  | FORGE    | DEFAULT           | 2023-05-06 22:46:42 |
[17Apr2025 01:35:23.795] [main/INFO] [Mods Optimizer/]: | terralith                          | 2.3.12                 | MIXED    | DEFAULT           | 2023-10-29 14:38:51 |
[17Apr2025 01:35:23.795] [main/INFO] [Mods Optimizer/]: | display_case                       | 1.0.7                  | FORGE    | DEFAULT           | 2023-08-09 17:34:04 |
[17Apr2025 01:35:23.796] [main/INFO] [Mods Optimizer/]: | firstaid                           | 1.12.0                 | FORGE    | UNKNOWN           | 2022-08-26 14:10:32 |
[17Apr2025 01:35:23.796] [main/INFO] [Mods Optimizer/]: | travelerstitles                    | 1.19.2-Forge-3.1.2     | FORGE    | SERVER            | 2022-10-19 14:17:04 |
[17Apr2025 01:35:23.796] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_player | 10.0.0                 | FORGE    | SERVER            | 2023-10-14 19:45:14 |
[17Apr2025 01:35:23.797] [main/INFO] [Mods Optimizer/]: | spawnbalanceutility                | 41.1.11-1              | FORGE    | SERVER            | 2022-10-12 14:50:46 |
[17Apr2025 01:35:23.797] [main/INFO] [Mods Optimizer/]: | emotecraft                         | 2.2.7-b.build.50       | FORGE    | UNKNOWN           | 2025-04-08 01:39:26 |
[17Apr2025 01:35:23.799] [main/INFO] [Mods Optimizer/]: | tectonic                           | 2.3.4                  | FORGE    | DEFAULT           | 2024-04-08 02:30:56 |
[17Apr2025 01:35:23.800] [main/INFO] [Mods Optimizer/]: | thingamajigs                       | 1.5.1                  | FORGE    | UNKNOWN           | 2025-04-08 01:45:06 |
[17Apr2025 01:35:23.800] [main/INFO] [Mods Optimizer/]: | smoothchunk                        | 1.19.2-3.5             | FORGE    | SERVER            | 2023-11-17 23:51:20 |
[17Apr2025 01:35:23.800] [main/INFO] [Mods Optimizer/]: | voicechat                          | 1.19.2-2.5.14          | FORGE    | DEFAULT           | 2024-05-09 09:31:23 |
[17Apr2025 01:35:23.800] [main/INFO] [Mods Optimizer/]: | terrablender                       | 2.0.1-166              | FORGE    | DEFAULT           | 2023-06-30 22:19:31 |
[17Apr2025 01:35:23.801] [main/INFO] [Mods Optimizer/]: | moonlight                          | 1.19.2-2.3.6           | FORGE    | DEFAULT           | 2025-04-08 01:43:11 |
[17Apr2025 01:35:23.801] [main/INFO] [Mods Optimizer/]: | ftbquests                          | 1902.5.8-build.345     | FORGE    | UNKNOWN           | 2024-01-26 08:49:37 |
[17Apr2025 01:35:23.801] [main/INFO] [Mods Optimizer/]: | jade                               | 8.9.2                  | FORGE    | DEFAULT           | 2023-11-30 20:36:24 |
[17Apr2025 01:35:23.802] [main/INFO] [Mods Optimizer/]: | creativecore                       | 2.9.3                  | FORGE    | UNKNOWN           | 2023-06-13 15:57:47 |
[17Apr2025 01:35:23.804] [main/INFO] [Mods Optimizer/]: | ava                                | 2.2.791                | FORGE    | UNKNOWN           | 2022-12-18 23:28:37 |
[17Apr2025 01:35:23.805] [main/INFO] [Mods Optimizer/]: | bunker_down                        | 1.1.4                  | FORGE    | UNKNOWN           | 2025-04-08 01:37:19 |
[17Apr2025 01:35:23.805] [main/INFO] [Mods Optimizer/]: | rottencreatures                    | 1.0.1                  | FORGE    | DEFAULT           | 2025-04-08 01:44:18 |
[17Apr2025 01:35:23.805] [main/INFO] [Mods Optimizer/]: | mobsunscreen                       | 3.0.9                  | FORGE    | SERVER            | 2022-12-07 20:05:02 |
[17Apr2025 01:35:23.806] [main/INFO] [Mods Optimizer/]: | noseenotick                        | 2.0.0-build.9999       | FORGE    | DEFAULT           | 2023-06-18 23:41:30 |
